chr13	21879357	21881082	1725	7.66369	Hist1h2bp
chr13	23776068	23784349	8281	6.96176	Hist1h2bc
chr05	143664795	143668403	3608	5.96795	Actb
chr05	125866335	125870384	4049	5.21318	Ubc
chr13	23635921	23636923	1002	4.23278	Hist1h3f
chr17	79249844	79251884	2040	4.18016	Gm6548
chr17	45704727	45710210	5483	3.84141	Hsp90ab1
chr10	127985166	127986224	1058	3.35013	Rpl41
chr10	80639376	80645254	5878	3.05486	Eef2
chr15	98761860	98764821	2961	3.04261	Tuba1b/Gm5620
chr03	96177018	96178189	1171	3.02038	Rnu1b2
chr01	88423300	88427270	3970	2.94827	Ptma
chr17	34088944	34092586	3642	2.84795	Rps18
chr15	76734501	76736748	2247	2.65899	Rpl8
chr13	91062770	91064329	1559	2.60309	Rps23/Gm15450
chr05	108329591	108337068	7477	2.60057	Rpl5
chr07	13507660	13512035	4375	2.5659	Rps5
chr13	21898281	21902053	3772	2.4599	Hist1h2bq/Hist1h2br
chr10	79755176	79756859	1683	2.45014	Rps15
chr03	96042039	96043050	1011	2.39202	Hist2h3c1/Hist2h3c2-ps
chr04	3761620	3762747	1127	2.38505	Rps20
chr01	16091376	16094514	3138	2.2548	Rpl7
chr15	98780272	98783943	3671	2.24843	Tuba1a
chr19	5795690	5802671	6981	2.21894	Ramp2/Malat1
chr08	73032162	73034249	2087	2.16696	Uba52
chr18	48204989	48208033	3044	2.1596	Gm5506
chr07	52381146	52384105	2959	2.15923	Flt3l
chr05	116009476	116013738	4262	2.15829	Rplp0
chr15	98860322	98868536	8214	2.14464	Tuba1c
chr03	85941862	85946590	4728	2.06553	Rps3a
chr15	79908211	79913836	5625	2.00488	Rpl3
chr17	33959981	33961443	1462	1.92492	Rps28
chr08	125626250	125629144	2894	1.9195	Rpl13/Snord68
chr17	28465416	28467978	2562	1.8756	Rpl10a
chr18	60934250	60938200	3950	1.84816	Rps14
chr10	128061585	128063562	1977	1.82849	Rps26
chr17	27767370	27772185	4815	1.77405	Rps10
chr07	52713314	52715256	1942	1.77001	Ftl1
chr10	127520363	127527442	7079	1.74781	Atp5b
chr14	25309903	25315368	5465	1.69081	Rps24
chr04	116826441	116828737	2296	1.65086	Rps8/Snord38a
chr07	88487619	88490120	2501	1.61469	Rps17
chr13	23675612	23712993	37381	1.60814	Hist1h1e/Hist1h2be
chr08	73419278	73421310	2032	1.59265	Rpl18a
chr04	149611306	149622982	11676	1.58968	Eno1
chr01	63223703	63226226	2523	1.44859	Eef1b2
chr07	52973441	52976205	2764	1.44596	Rpl18
chr04	86500003	86503271	3268	1.36001	Rps6
chr07	52377758	52379759	2001	1.30238	Rps11
chr17	35970865	35975246	4381	1.27029	Tubb5
chr01	72871066	72899037	27971	1.26365	Igfbp2
chr03	37613112	37623282	10170	1.26086	Gm5148
chr07	148633549	148637241	3692	1.2557	Rplp2/Snora52
chr19	9041531	9052670	11139	1.23425	Eef1g
chr07	133938748	133942692	3944	1.22303	Aldoa
chr07	29135708	29137717	2009	1.17975	Rps16
chr04	135605863	135609284	3421	1.17488	Rpl11
chr07	116662709	116665883	3174	1.15251	Rpl27a/Snora3
chr07	106626406	106632219	5813	1.12878	Rps3/Snord15b
chr03	137527553	137529882	2329	1.12359	H2afz
chr08	123192190	123198109	5919	1.12171	Cox4i1/Cox4nb
chr15	34370260	34372980	2720	1.08054	Rpl30
chr07	25669733	25674821	5088	1.05523	Rps19
chr18	78012507	78021608	9101	1.04645	Atp5a1
chr07	13609501	13616381	6880	1.03762	Trim28
chr01	72757834	72760387	2553	1.01838	Rpl37a
chr16	90220987	90226569	5582	0.98507	Sod1
chr07	20281593	20284515	2922	0.96237	Apoe
chr08	87365987	87370830	4843	0.94908	Calr
chr04	116358204	116372605	14401	0.92244	Prdx1
chr15	5066613	5069140	2527	0.91848	Rpl37
chr14	76245063	76248110	3047	0.84683	Tpt1
chr19	6057888	6059524	1636	0.84099	Fau
chr10	23504989	23507015	2026	0.83249	Rps12
chr10	127927917	127930881	2964	0.82746	Myl6
chr05	65779603	65782670	3067	0.82574	Rpl9/Gm5451
chr17	6648842	6654956	6114	0.81424	Dynlt1b
chr08	3567998	3584776	16778	0.80946	C330021F23Rik
chr07	148140738	148141860	1122	0.80299	Ifitm2
chr17	35642984	35647722	4738	0.80226	Pou5f1
chr07	3655640	3658497	2857	0.79035	Rps9
chr10	86153586	86168189	14603	0.78466	Hsp90b1
chr19	5490455	5494031	3576	0.77083	Cfl1
chr19	44368166	44381350	13184	0.74891	Scd2
chr07	19735187	19738075	2888	0.74501	Snrpd2
chr17	6429260	6435444	6184	0.74378	Dynlt1b
chr13	23773336	23775817	2481	0.72111	Hist1h2ac
chr01	182823239	182829226	5987	0.71691	Lefty2
chr13	86184403	86186400	1997	0.70739	Cox7c
chr04	145850603	145889553	38950	0.69961	Rex2/Gm13138
chr07	125262404	125273139	10735	0.69	Arl6ip1
chr08	44380421	44392363	11942	0.68955	Zfp42
chr15	31520639	31531559	10920	0.68363	Cct5
chr04	118949932	118967118	17186	0.68189	Ybx1
chr17	6310544	6317474	6930	0.67941	Tmem181a/Dynlt1a
chr04	145260588	145294344	33756	0.67858	Gm13212/Gm13242
chr05	129526031	129530196	4165	0.66339	Ran
chr10	5987070	6080212	93142	0.65709	Akap12
chr13	34218877	34222223	3346	0.6278	Tubb2b
chr10	79167103	79174724	7621	0.62566	Bsg
chr01	55134678	55144776	10098	0.62391	Hspd1
chr05	121654510	121659250	4740	0.62291	Rpl6
chr05	104864130	104870072	5942	0.62004	Spp1
chr19	10680115	10704312	24197	0.61422	Ddb1
chr07	123475021	123477704	2683	0.61135	Rps13/Snord14a
chr13	58493312	58503866	10554	0.60713	Hnrnpk
chr05	115795663	115798964	3301	0.60196	Cox6a1
chr10	127472402	127485693	13291	0.60167	Naca
chr15	22643575	22644739	1164	0.60017	Gm5803
chr04	129986022	129992707	6685	0.5934	Fabp3
chr08	129458450	129469730	11280	0.5882	Tomm20
chr19	41986361	41993155	6794	0.58557	Pgam1
chr14	31362335	31387906	25571	0.58551	Tkt
chr13	99079852	99086922	7070	0.57633	Btf3
chr01	162965297	162968668	3371	0.56315	Gas5
chr01	36748332	36750233	1901	0.53356	Cox5b
chr01	39424687	39428756	4069	0.53283	Rpl31
chr01	71632094	71699746	67652	0.52415	Fn1
chr15	36525413	36538728	13315	0.52157	Pabpc1
chr13	34166147	34169877	3730	0.51838	Tubb2a
chr13	23830676	23832233	1557	0.51833	Hist1h1c
chr19	7289648	7292106	2458	0.51582	Cox8a
chr07	31401991	31411152	9161	0.51541	Cox6b1
chr19	10057193	10059582	2389	0.51231	Fth1
chr17	88374390	88390232	15842	0.50711	Msh6
chr05	136363789	136365433	1644	0.50699	Hspb1
chr17	56442760	56462909	20149	0.50532	Uhrf1
chr16	96343195	96349332	6137	0.50358	Hmgn1
chr03	130429749	130433226	3477	0.4984	Rpl34
chr16	55966388	55971550	5162	0.49611	Rpl24/Zbtb11
chr04	57956245	57969283	13038	0.49286	Txn1
chr03	88101048	88125688	24640	0.49267	Cct3
chr15	101904204	101927604	23400	0.49232	Eif4b
chr07	149561821	149573775	11954	0.48974	Ctsd
chr01	180258431	180267915	9484	0.48702	Hnrnpu/AI503316
