chr01	16678537	16699686	21149	0	Ly96
chr01	31197923	31279456	81533	0	4931428L18Rik
chr01	58714964	58752833	37869	0	Als2cr12
chr01	65095131	65097737	2606	0	Cryge
chr01	74991892	74998225	6333	0	Ihh
chr01	75268777	75274955	6178	0	Resp18
chr01	78097842	78193711	95869	0	Pax3
chr01	88562866	88567147	4281	0	Nppc
chr01	90396446	90406641	10195	0	Glrp1
chr01	93076399	93103365	26966	0	Ramp1
chr01	93698038	93744605	46567	0	Twist2
chr01	95934882	95949130	14248	0	Pdcd1
chr01	98802753	98894137	91384	0	Slco6b1
chr01	109319266	109349265	29999	0	Serpinb7
chr01	136186581	136189125	2544	0	Myog
chr01	138155491	138157450	1959	0	Gpr25
chr01	140721763	140744156	22393	0	Lhx9
chr01	162015160	162083706	68546	0	Tnn
chr01	164569281	164579825	10544	0	Myoc
chr01	174490037	174493848	3811	0	Vsig8
chr01	175262017	175263634	1617	0	Darc
chr03	10204342	10208576	4234	0	Fabp4
chr03	36078346	36121197	42851	0	Qrfpr
chr03	53292715	53311574	18859	0	Stoml3
chr03	57471344	57496459	25115	0	Gm410
chr03	90458224	90462052	3828	0	S100a7a
chr03	91938916	91946676	7760	0	Lelp1
chr03	92821729	92822982	1253	0	Lce1m
chr03	94268905	94277513	8608	0	Riiad1
chr03	95190380	95206763	16383	0	4930558C23Rik
chr03	95303208	95313284	10076	0	Ctsk
chr03	97734096	97770941	36845	0	Gm5544
chr03	98515030	98528466	13436	0	Hsd3b2
chr03	98545399	98566333	20934	0	Hsd3b3
chr03	98609427	98618366	8939	0	Hsd3b6
chr03	103636619	103642571	5952	0	Bcl2l15
chr03	107397949	107408687	10738	0	Alx3
chr03	117022063	117063794	41731	0	D3Bwg0562e
chr03	127492831	127501307	8476	0	Tifa
chr04	19803985	19849713	45728	0	Atp6v0d2
chr04	34115289	34137040	21751	0	Spaca1
chr04	39397326	39398813	1487	0	1700009N14Rik
chr04	46357066	46358181	1115	0	Foxe1
chr04	66488845	66503831	14986	0	Tlr4
chr04	73587483	73596749	9266	0	2310002L09Rik
chr04	107107324	107307664	200340	0	Glis1
chr04	111592160	111622963	30803	0	Skint8
chr04	111754075	111840681	86606	0	Skint4
chr04	115125209	115143667	18458	0	Cyp4a30b-ps
chr04	115452439	115453623	1184	0	4930544O15Rik
chr04	119834029	119839965	5936	0	Edn2
chr04	133767883	133783298	15415	0	Catsper4
chr04	135979439	136000313	20874	0	Htr1d
chr04	137894443	137923870	29427	0	Cda
chr04	138617324	138630704	13380	0	Htr6
chr04	142939653	142960931	21278	0	Lrrc38
chr04	148823810	148829077	5267	0	Rbp7
chr04	155135301	155136369	1068	0	2610204G22Rik
chr05	32655953	32666729	10776	0	Plb1
chr05	35384202	35391085	6883	0	Hgfac
chr05	77445048	77490547	45499	0	1700023E05Rik
chr05	83707147	83784220	77073	0	Tecrl
chr05	90947975	90982570	34595	0	Afm
chr05	91456543	91464238	7695	0	Epgn
chr05	114453835	114475469	21634	0	Dao
chr05	115346943	115362254	15311	0	Oasl2
chr05	120908211	120922772	14561	0	Sdsl
chr05	130384410	130387150	2740	0	4930579G22Rik
chr05	135377464	135382603	5139	0	Wbscr28
chr05	136223519	136254161	30642	0	Styxl1
chr05	137170047	137176964	6917	0	Myl10
chr05	144780676	144811478	30802	0	Ocm
chr05	146994026	146996875	2849	0	1700001J03Rik
chr05	149931141	149995639	64498	0	5730422E09Rik
chr07	11273142	11315507	42365	0	Nlrp4b
chr07	18257662	18267409	9747	0	Psg-ps1
chr07	18595238	18604569	9331	0	Ceacam13
chr07	18651278	18657161	5883	0	Ceacam12
chr07	20256928	20262213	5285	0	Apoc4/Apoc2
chr07	20263443	20266765	3322	0	Apoc4/Apoc2
chr07	25326677	25331024	4347	0	2310033E01Rik
